State,Atmosphere,Crash Datetime,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Iowa,Dust Storm,05-02-2011 08:03,1,Urban-Other Principal Arterial,41,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,5,6
Iowa,Hail,05-02-2011 07:38,1,Urban-Other Principal Arterial,46,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,5,6
Kentucky,Fog,28-01-2011 17:45,1,Rural-Minor Collector,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,28,5
Michigan,Dust Storm,22-01-2011 04:31,1,Rural-Principal Arterial-Other,28,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,22,6
Michigan,Windy,22-01-2011 08:20,1,Rural-Principal Arterial-Other,31,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,22,6
Minnesota,Snow,07-02-2011 01:09,1,Urban-Local Road or Street,86,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,7,1
Missouri,Snow,29-01-2011 01:38,1,Urban-Principal Arterial-Other Freeways or Expressways,86,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,29,6
Montana,Clear,24-04-2011 06:04,1,Rural-Principal Arterial-Other,16,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,4,24,7
Nevada,Snow,16-03-2011 04:55,1,Urban-Minor Arterial,22,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,3,16,3
Nevada,Sleet,16-03-2011 16:41,1,Urban-Minor Arterial,52,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,3,16,3
New Hampshire,Sleet,28-05-2011 21:50,1,Rural-Minor Collector,70,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,28,6
New Jersey,Windy,01-02-2011 14:44,2,Urban-Principal Arterial-Interstate,21,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,2,1,2
New Mexico,Sleet,19-02-2011 10:31,1,Rural-Principal Arterial-Interstate,52,0.25,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,19,6
New York,Cloudy,03-01-2011 09:26,1,Rural-Principal Arterial-Other,56,,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,3,1
New York,Cloudy,03-01-2011 19:04,1,Rural-Principal Arterial-Other,76,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,3,1
North Carolina,Cloudy,11-01-2011 14:26,1,Rural-Major Collector,24,0,Driver of a Motor Vehicle In-Transport,Yes,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2
North Carolina,Dust Storm,11-01-2011 22:56,1,Rural-Major Collector,36,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,11,2
North Dakota,Rain,04-06-2011 05:25,1,Rural-Minor Arterial,9,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,6,4,6
North Dakota,Cloudy,04-06-2011 19:19,1,Rural-Minor Arterial,41,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,6,4,6
North Dakota,Cloudy,04-06-2011 07:56,1,Rural-Minor Arterial,45,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,6,4,6
Ohio,Rain,09-02-2011 00:52,1,Urban-Minor Arterial,28,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,9,3
Ohio,Sleet,09-02-2011 17:51,1,Urban-Minor Arterial,32,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,9,3
Oklahoma,Sleet,23-01-2011 18:35,1,Rural-Major Collector,20,0.1,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,23,7
Oklahoma,Rain,23-01-2011 17:24,1,Rural-Major Collector,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,23,7
Oklahoma,Hail,23-01-2011 18:02,1,Rural-Major Collector,22,0.17,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,23,7
Oregon,Rain,01-02-2011 06:23,2,Rural-Principal Arterial-Other,24,0.19,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,1,2
Rhode Island,Rain,22-07-2011 11:14,1,Rural-Minor Arterial,20,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,7,22,5
Rhode Island,Cloudy,22-07-2011 05:42,1,Rural-Minor Arterial,30,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,22,5
South Carolina,Dust Storm,23-01-2011 15:39,1,Rural-Major Collector,16,0.08,Pedestrian,Not Reported,White,Female,Fatal Injury (K),2011,1,23,7
South Dakota,Windy,10-06-2011 22:59,1,Rural-Minor Arterial,36,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,6,10,5
Tennessee,Snow,09-01-2011 04:12,1,Rural-Minor Collector,36,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,1,9,7
Tennessee,Dust Storm,09-01-2011 06:04,1,Rural-Minor Collector,42,0.11,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,9,7
Texas,Thunderstorm,05-01-2011 07:22,1,Urban-Other Principal Arterial,7,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,5,3
Utah,Fog,23-03-2011 02:33,1,Urban-Principal Arterial-Interstate,21,0.13,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,23,3
Utah,Dust Storm,23-03-2011 22:46,1,Urban-Principal Arterial-Interstate,22,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,3,23,3
Vermont,Snow,26-08-2011 06:16,1,Urban-Other Principal Arterial,25,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,8,26,5
Virginia,Windy,28-01-2011 14:31,1,Rural-Principal Arterial-Interstate,58,,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,1,28,5
Virginia,Clear,28-01-2011 16:28,1,Rural-Principal Arterial-Interstate,58,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,28,5
Washington,Windy,15-02-2011 20:48,1,Urban-Other Principal Arterial,59,0,Pedestrian,Not Reported,Vietnamese,Male,Fatal Injury (K),2011,2,15,2
Washington,Thunderstorm,15-02-2011 13:07,1,Urban-Other Principal Arterial,85,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,15,2
Alabama,Hail,15-01-2011 04:47,2,Urban-Collector,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,15,6
Alabama,Windy,15-01-2011 10:49,2,Urban-Collector,56,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,15,6
Alabama,Fog,15-01-2011 08:30,2,Urban-Collector,71,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,15,6
Alabama,Hail,15-01-2011 20:34,2,Urban-Collector,73,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,15,6
Alaska,Rain,15-07-2011 15:56,1,Urban-Minor Arterial,21,0.25,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,7,15,5
Arkansas,Snow,28-01-2011 13:40,1,Rural-Major Collector,37,0.01,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,1,28,5
Colorado,Rain,08-02-2011 12:51,1,Urban-Other Principal Arterial,18,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,8,2
Colorado,Cloudy,08-02-2011 00:26,1,Urban-Other Principal Arterial,58,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,8,2
Florida,Fog,18-01-2011 09:36,1,Urban-Other Principal Arterial,19,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,18,2
Georgia,Sleet,15-01-2011 09:44,1,Rural-Minor Collector,23,0.19,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,15,6
Georgia,Windy,15-01-2011 18:03,1,Rural-Minor Collector,26,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,15,6
Idaho,Snow,09-05-2011 14:23,1,Rural-Principal Arterial-Other,18,0,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,5,9,1
Illinois,Sleet,22-01-2011 19:44,2,Rural-Principal Arterial-Interstate,14,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6
Illinois,Rain,22-01-2011 19:44,2,Rural-Principal Arterial-Interstate,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6
Illinois,Dust Storm,22-01-2011 23:38,2,Rural-Principal Arterial-Interstate,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6
Illinois,Thunderstorm,22-01-2011 03:55,2,Rural-Principal Arterial-Interstate,17,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,22,6
Illinois,Sleet,22-01-2011 07:31,2,Rural-Principal Arterial-Interstate,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6
Illinois,Sleet,22-01-2011 04:30,2,Rural-Principal Arterial-Interstate,18,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,22,6
Illinois,Clear,22-01-2011 01:16,2,Rural-Principal Arterial-Interstate,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,22,6
Iowa,Fog,19-02-2011 13:22,1,Urban-Local Road or Street,19,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,19,6
Iowa,Clear,19-02-2011 20:42,1,Urban-Local Road or Street,28,0.08,Driver of a Motor Vehicle In-Transport,Yes,,Female,Possible Injury (C),2011,2,19,6
Iowa,Dust Storm,19-02-2011 11:13,1,Urban-Local Road or Street,28,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,19,6
Iowa,Rain,19-02-2011 12:16,1,Urban-Local Road or Street,37,0.07,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,2,19,6
Kansas,Sleet,06-02-2011 02:32,1,Urban-Minor Arterial,85,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,6,7
Kentucky,Sleet,28-01-2011 17:12,1,Rural-Major Collector,44,0.18,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,28,5
Louisiana,Snow,16-01-2011 22:28,1,Rural-Principal Arterial-Other,53,0.08,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,16,7
Maine,Hail,05-06-2011 00:45,1,Rural-Local Road or Street,27,0.01,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,5,7
Maryland,Snow,25-01-2011 15:07,1,Rural-Local Road or Street,44,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,25,2
Maryland,Hail,25-01-2011 03:33,1,Rural-Local Road or Street,65,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,25,2
Massachusetts,Sleet,14-07-2011 02:37,1,Urban-Minor Arterial,14,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,7,14,4
Massachusetts,Sleet,14-07-2011 08:50,1,Urban-Minor Arterial,36,,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,7,14,4
Massachusetts,Snow,14-07-2011 07:26,1,Urban-Minor Arterial,52,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,7,14,4
Michigan,Sleet,21-01-2011 01:59,1,Rural-Minor Arterial,55,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,21,5
Michigan,Clear,21-01-2011 13:02,1,Rural-Minor Arterial,59,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,21,5
Michigan,Thunderstorm,21-01-2011 18:23,1,Rural-Minor Arterial,77,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,21,5
Minnesota,Sleet,17-02-2011 18:57,1,Rural-Principal Arterial-Other,87,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,17,4
Missouri,Hail,29-01-2011 15:44,1,Rural-Major Collector,31,0.11,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,29,6
Nebraska,Windy,29-03-2011 04:16,1,Urban-Other Principal Arterial,30,0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,3,29,2
Nebraska,Clear,29-03-2011 14:50,1,Urban-Other Principal Arterial,45,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,29,2
Nebraska,Hail,29-03-2011 02:47,1,Urban-Other Principal Arterial,57,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,29,2
Nevada,Clear,18-03-2011 22:27,1,Rural-Principal Arterial-Other,56,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,3,18,5
New Hampshire,Thunderstorm,27-05-2011 08:47,1,Rural-Minor Collector,67,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,27,5
New Mexico,Fog,19-02-2011 06:48,1,Rural-Principal Arterial-Other,32,0.18,Pedestrian,Not Reported,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,2,19,6
New Mexico,Sleet,19-02-2011 21:17,1,Rural-Principal Arterial-Other,51,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,19,6
New York,Cloudy,22-01-2011 10:48,2,Rural-Principal Arterial-Other,24,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,22,6
New York,Hail,22-01-2011 19:08,2,Rural-Principal Arterial-Other,42,0,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,22,6
North Dakota,Clear,06-06-2011 00:47,1,Rural-Local Road or Street,16,0,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,6,6,1
Ohio,Rain,10-02-2011 22:19,1,Rural-Principal Arterial-Other,57,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,10,4
Oklahoma,Clear,27-01-2011 21:55,2,Rural-Major Collector,17,0,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,27,4
Oregon,Thunderstorm,06-02-2011 03:19,1,Urban-Other Principal Arterial,23,0.21,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,6,7
Pennsylvania,Hail,19-01-2011 23:58,1,Rural-Minor Arterial,48,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,19,3
Rhode Island,Fog,17-06-2011 07:14,1,Urban-Other Principal Arterial,26,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,6,17,5
Rhode Island,Rain,17-06-2011 18:35,1,Urban-Other Principal Arterial,53,0,Pedestrian,Not Reported,White,Female,Fatal Injury (K),2011,6,17,5
Rhode Island,Snow,17-06-2011 08:59,1,Urban-Other Principal Arterial,54,,Pedestrian,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,6,17,5
South Carolina,Dust Storm,23-01-2011 01:04,1,Rural-Minor Arterial,35,0.21,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,23,7
South Dakota,Cloudy,29-06-2011 03:46,1,Rural-Minor Arterial,41,0.42,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,29,3
Tennessee,Windy,24-01-2011 22:10,1,Rural-Minor Arterial,67,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,24,1
Texas,Windy,05-01-2011 07:06,1,Rural-Principal Arterial-Other,35,0.11,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,5,3
Texas,Windy,05-01-2011 10:17,1,Rural-Principal Arterial-Other,38,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,5,3
Utah,Thunderstorm,29-03-2011 04:07,1,Urban-Other Principal Arterial,34,,Pedestrian,Not Reported,White,Female,Fatal Injury (K),2011,3,29,2
Vermont,Clear,10-08-2011 06:35,1,Urban-Minor Arterial,54,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,8,10,3
Vermont,Clear,10-08-2011 01:24,1,Urban-Minor Arterial,75,,Pedestrian,No,White,Female,Fatal Injury (K),2011,8,10,3
Virginia,Thunderstorm,18-01-2011 16:02,1,Rural-Local Road or Street,42,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,18,2
Washington,Sleet,16-02-2011 05:02,1,Rural-Major Collector,36,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,16,3
West Virginia,Cloudy,13-02-2011 00:37,1,Urban-Local Road or Street,24,0.23,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,13,7
Alabama,Snow,16-01-2011 14:31,1,Rural-Minor Collector,34,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,16,7
Alaska,Hail,25-07-2011 01:47,1,Rural-Principal Arterial-Other,1,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,7,25,1
Alaska,Sleet,25-07-2011 20:46,1,Rural-Principal Arterial-Other,30,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,7,25,1
Alaska,Clear,25-07-2011 04:56,1,Rural-Principal Arterial-Other,56,0,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),2011,7,25,1
Arizona,Fog,30-01-2011 12:43,1,Rural-Local Road or Street,32,0.21,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),2011,1,30,7
Colorado,Snow,11-02-2011 11:58,1,Rural-Major Collector,17,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,11,5
Colorado,Rain,11-02-2011 17:56,1,Rural-Major Collector,17,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,11,5
Colorado,Windy,11-02-2011 15:21,1,Rural-Major Collector,49,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,2,11,5
Colorado,Hail,11-02-2011 15:31,1,Rural-Major Collector,77,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,11,5
Connecticut,Thunderstorm,20-05-2011 06:00,1,Urban-Other Principal Arterial,43,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,5,20,5
Connecticut,Cloudy,20-05-2011 23:42,1,Urban-Other Principal Arterial,54,0,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,5,20,5
Hawaii,Fog,30-04-2011 12:40,1,Rural-Minor Arterial,26,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,4,30,6
Hawaii,Dust Storm,30-04-2011 18:08,1,Rural-Minor Arterial,37,0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Possible Injury (C),2011,4,30,6
Idaho,Fog,11-05-2011 17:44,2,Rural-Principal Arterial-Other,57,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,5,11,3
Illinois,Hail,26-01-2011 11:28,2,Rural-Principal Arterial-Other,34,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,26,3
Indiana,Windy,21-01-2011 07:00,1,Rural-Principal Arterial-Interstate,30,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,21,5
Indiana,Clear,21-01-2011 06:05,1,Rural-Principal Arterial-Interstate,,,Passenger of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,21,5
Iowa,Hail,21-02-2011 11:09,1,Rural-Principal Arterial-Interstate,23,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,21,1
Kentucky,Dust Storm,30-01-2011 16:19,1,Rural-Major Collector,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,30,7
Kentucky,Dust Storm,30-01-2011 00:40,1,Rural-Major Collector,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,30,7
Louisiana,Windy,18-01-2011 19:43,2,Urban-Collector,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,18,2
Louisiana,Cloudy,18-01-2011 20:38,2,Urban-Collector,44,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,18,2
Louisiana,Windy,18-01-2011 09:57,2,Urban-Collector,48,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,18,2
Maine,Rain,09-06-2011 10:29,1,Rural-Local Road or Street,19,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,9,4
Maryland,Snow,15-01-2011 15:23,1,Urban-Collector,36,0,Pedestrian,No,Unknown,Male,Fatal Injury (K),2011,1,15,6
Massachusetts,Sleet,19-07-2011 09:07,1,Urban-Minor Arterial,38,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,7,19,2
Massachusetts,Snow,19-07-2011 16:34,1,Urban-Minor Arterial,53,0.11,Pedestrian,Unknown,White,Male,Fatal Injury (K),2011,7,19,2
Minnesota,Cloudy,21-02-2011 20:31,3,Rural-Minor Arterial,7,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,21,1
Minnesota,Windy,21-02-2011 16:36,3,Rural-Minor Arterial,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,21,1
Minnesota,Dust Storm,21-02-2011 11:46,3,Rural-Minor Arterial,56,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,21,1
Montana,Dust Storm,27-04-2011 15:16,2,Urban-Minor Arterial,81,0,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,4,27,3
Nebraska,Thunderstorm,30-03-2011 04:01,1,Rural-Principal Arterial-Other,52,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,30,3
Nevada,Thunderstorm,19-03-2011 04:57,1,Urban-Local Road or Street,26,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,19,6
New Hampshire,Hail,31-05-2011 01:41,1,Urban-Collector,47,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,5,31,2
New Hampshire,Dust Storm,31-05-2011 04:24,1,Urban-Collector,69,0,Driver of a Motor Vehicle In-Transport,Yes,,Female,No Injury (O),2011,5,31,2
New Jersey,Rain,30-01-2011 13:34,1,Urban-Collector,24,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,30,7
New Jersey,Cloudy,30-01-2011 04:48,1,Urban-Collector,70,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,30,7
New Mexico,Thunderstorm,21-02-2011 19:34,1,Rural-Principal Arterial-Other,66,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,21,1
North Carolina,Rain,15-01-2011 22:08,1,Rural-Minor Collector,26,0.3,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,15,6
North Dakota,Thunderstorm,06-06-2011 11:46,2,Rural-Local Road or Street,26,0.17,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,6,6,1
Ohio,Hail,06-02-2011 00:27,2,Rural-Local Road or Street,18,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,6,7
Oklahoma,Hail,29-01-2011 06:34,1,Rural-Major Collector,69,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,29,6
Oregon,Rain,07-02-2011 15:19,1,Urban-Other Principal Arterial,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,7,1
Oregon,Cloudy,07-02-2011 23:33,1,Urban-Other Principal Arterial,34,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,7,1
Pennsylvania,Thunderstorm,12-01-2011 00:46,1,Urban-Minor Arterial,50,0,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),2011,1,12,3
Rhode Island,Windy,31-07-2011 08:07,1,Urban-Principal Arterial-Interstate,50,0.15,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,31,7
South Carolina,Clear,24-01-2011 23:27,1,Rural-Major Collector,45,0.23,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,24,1
South Dakota,Snow,02-07-2011 06:32,1,Rural-Principal Arterial-Other,9,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,7,2,6
South Dakota,Cloudy,02-07-2011 19:04,1,Rural-Principal Arterial-Other,83,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,7,2,6
Texas,Cloudy,05-01-2011 01:51,1,Urban-Local Road or Street,66,,Pedestrian,Not Reported,Black,Male,Fatal Injury (K),2011,1,5,3
Utah,Clear,09-04-2011 17:48,1,Urban-Principal Arterial-Interstate,32,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,9,6
Vermont,Snow,07-09-2011 01:24,1,Rural-Local Road or Street,57,0.16,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,9,7,3
Virginia,Rain,30-01-2011 11:31,1,Rural-Principal Arterial-Interstate,46,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,30,7
